Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
Snow Emergency Diamond Lake Tags [Minnesota--Minneapolis] {2019},Snow Emergency Diamond Lake Tags 2019,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically. There is also an expected address error rate of between 5 and 10 percent. Snow Emergency Tags - 2018/2019 Season #6 Diamond Lake (3/10/19 thru 3/12/19)Field NameField TypeField DescriptionFIDObject IDObject IDCitation_NText254Citation NumberDateDateCitation DateAddressText 254Address of the citationX_CoordDouble 15X Coordinate - GeocodeY_CoordDouble 15Y Coordinate - GeocodeOrdinanceText 254Snow Emergency Parking OrdinanceOrdinanc_1Text 254Snow Emergency Parking Ordinance DescriptionWardShortWard LocationNeighborhoText 50Neighborhood LocationCommunityText 50Community LocationDay_IDText 2Snow Emergency Day IdentifierTowDistDouble 15Tow Districts Identifier",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|Tags|parking|2019|Minneapolis|SnowEmergency|PublicWorks|Tags|2019,2019-03-15,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-diamond-lake-tags-2019,https://opendata.minneapolismn.gov/api/download/v1/items/8ee899aa241d495f92968be8e42e4c7d/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Diamond_Lake_Tags_2019/FeatureServer/0,,8ee899aa241d495f92968be8e42e4c7d_0,https://hub.arcgis.com/datasets/8ee899aa241d495f92968be8e42e4c7d,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Grant Tags [Minnesota--Minneapolis] {2015},Snow Emergency Grant Tags 2015,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically. There is also an expected address error rate of between 5 and 10 percent.Snow Emergency Tags - 2015/2016 Season #1 Grant (12/29/15 thru 12/31/15) Field Name Field Type Field Description Citation Double 15 Citation Number Date Date Citation Date Address Text 254 Address of the citation X_Coord Double 15 X Coordinate - Geocode Y_Coord Double 15 Y Coordinate - Geocode Ordinance Text 254 Snow Emergency Parking Ordinance Ordinanc_1 Text 254 Snow Emergency Parking Ordinance Description Ward Double 15 Ward Location Neighborho Text 254 Neighborhood Location Community Text 254 Community Location Day_ID Text 254 Snow Emergency Day Identifier ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tags|parking|2015,2016-03-31,2015,2015-2015,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-grant-tags-2015,https://opendata.minneapolismn.gov/api/download/v1/items/82b505b7a6004caca5f53bbe61e71366/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Grant_Tags_2015/FeatureServer/0,,82b505b7a6004caca5f53bbe61e71366_0,https://hub.arcgis.com/datasets/82b505b7a6004caca5f53bbe61e71366,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Jane Tags [Minnesota--Minneapolis] {2017},Snow Emergency Jane Tags 2017,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically. There is also an expected address error rate of between 5 and 10 percent. Snow Emergency Tags - 2016/2017 Season #2 Jane (1/11/17 thru 1/13/17) Field Name Field Type Field Description FID Object ID Object ID Citation_N Text254 Citation Number Date Date Citation Date Address Text 254 Address of the citation X_Coord Double 15 X Coordinate - Geocode Y_Coord Double 15 Y Coordinate - Geocode Ordinance Text 254 Snow Emergency Parking Ordinance Ordinanc_1 Text 254 Snow Emergency Parking Ordinance Description Ward Short Ward Location Neighborho Text 50 Neighborhood Location Community Text 50 Community Location Day_ID Text 2 Snow Emergency Day Identifier TowDist Double 15 Tow Districts Identifier ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tags|parking|2017,2017-01-24,2017,2017-2017,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-jane-tags-2017,https://opendata.minneapolismn.gov/api/download/v1/items/673e398341e246ecb47c1d4b61cec362/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/SnowEmergencyJaneTags/FeatureServer/0,,673e398341e246ecb47c1d4b61cec362_0,https://hub.arcgis.com/datasets/673e398341e246ecb47c1d4b61cec362,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Pembina Tows [Minnesota--Minneapolis] {2018},Snow Emergency Pembina Tows 2018,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2017/2018 Season #2 Pembina (1/22/18 thru 1/24/18)Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocationTextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoTextName of NeighborhoodWardTextWard number 1 - 13CommunityTextName of CommunityDay_identiTextDay of EventTowDistTextTow District",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tows|2018|SnowEmergency,2018-01-30,2018,2018-2018,Minnesota--Minneapolis|Minnesota,"-93.46,44.9,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-pembina-tows-2018,https://opendata.minneapolismn.gov/api/download/v1/items/1ee3f8c90ba243d9916f948167e6280b/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/SnowEmergencyPembinaTows2018/FeatureServer/0,,1ee3f8c90ba243d9916f948167e6280b_0,https://hub.arcgis.com/datasets/1ee3f8c90ba243d9916f948167e6280b,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Pembina Tags [Minnesota--Minneapolis] {2018},Snow Emergency Pembina Tags 2018,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically.There is also an expected address error rate of between 5 and 10 percent. Snow Emergency Tags - 2017/2018Season #2 Pembina (1/22/18 thru 1/24/18)Field NameField TypeField DescriptionFIDObject IDObject IDCitation_NText254Citation NumberAddressText 254Address of the citationLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoText 254Neighborhood LocationCommunityText 254Community LocationWardText 254Ward LocationDay_IDNumericSnow Emergency Day IdentifierDateDateCitation DateCodeText 254Snow Emergency Parking OrdinanceDescriptioText 2Snow Emergency Parking Ordinance DescriptionTow_DistDouble 15Tow Districts Identifier",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tags|2018|SnowEmergency,2018-01-30,2018,2018-2018,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-pembina-tags-2018,https://opendata.minneapolismn.gov/api/download/v1/items/6b952dfbe1fe4ab7b7121a8db0117d14/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/SnowEmergencyPembinaTags2018/FeatureServer/0,,6b952dfbe1fe4ab7b7121a8db0117d14_0,https://hub.arcgis.com/datasets/6b952dfbe1fe4ab7b7121a8db0117d14,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Olive Tags [Minnesota--Minneapolis] {2018},Snow Emergency Olive Tags 2018,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically. There is also an expected address error rate of between 5 and 10 percent. Snow Emergency Tags - 2017/2018 Season #1 Olive Jan (1/15/17 thru 1/17/17)Field NameField TypeField DescriptionFIDObject IDObject IDCitation_NText254Citation NumberAddressText 254Address of the citationLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoText 254Neighborhood LocationCommunityText 254Community LocationWardText 254Ward LocationDay_IDNumericSnow Emergency Day IdentifierDateDateCitation DateCodeText 254Snow Emergency Parking OrdinanceDescriptioText 2Snow Emergency Parking Ordinance DescriptionTow_DistDouble 15Tow Districts Identifier",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tags|2018|parking|SnowEmergency,2018-01-23,2018,2018-2018,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-olive-tags-2018,https://opendata.minneapolismn.gov/api/download/v1/items/70b24ebf7695415c8e273e91253be0ed/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Olive_Tags_2018/FeatureServer/0,,70b24ebf7695415c8e273e91253be0ed_0,https://hub.arcgis.com/datasets/70b24ebf7695415c8e273e91253be0ed,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Olive Tows [Minnesota--Minneapolis] {2018},Snow Emergency Olive Tows 2018,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2017/2018 Season #1 Olive (1/15/17 thru 1/17/17)Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocationTextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoTextName of NeighborhoodWardTextWard number 1 - 13CommunityTextName of CommunityDay_identiTextDay of EventTowDistTextTow District",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tows|2018|SnowEmergency,2018-01-23,2018,2018-2018,Minnesota--Minneapolis|Minnesota,"-93.32,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-olive-tows-2018,https://opendata.minneapolismn.gov/api/download/v1/items/7b64b556fefc46df87d6502a46b9521a/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Olive_Tows_2018/FeatureServer/0,,7b64b556fefc46df87d6502a46b9521a_0,https://hub.arcgis.com/datasets/7b64b556fefc46df87d6502a46b9521a,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Quincy Tows [Minnesota--Minneapolis] {2019},Snow Emergency Quincy Tows 2019,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2018/2019 Season #1 Quincy (1/28/19 thru 1/30/19)Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocationTextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoTextName of NeighborhoodWardTextWard number 1 - 13CommunityTextName of CommunityDay_identiTextDay of EventTowDistTextTow District",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tows|2019|SnowEmergency,2019-01-31,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.32,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-quincy-tows-2019,https://opendata.minneapolismn.gov/api/download/v1/items/9cdebb43979247f79c003e85874f0dc0/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Quincy_Tows_2019/FeatureServer/0,,9cdebb43979247f79c003e85874f0dc0_0,https://hub.arcgis.com/datasets/9cdebb43979247f79c003e85874f0dc0,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Quincy Tags [Minnesota--Minneapolis] {2019},Snow Emergency Quincy Tags 2019,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically.There is also an expected address error rate of between 5 and 10 percent.Snow Emergency Tags - 2018/2019 Season #1 Quincy (1/28/19 thru 1/30/19)Field NameField TypeField DescriptionFIDObject IDObject IDCitation_NText254Citation NumberAddressText 254Address of the citationLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoText 254Neighborhood LocationCommunityText 254Community LocationWardText 254Ward LocationDay_IDNumericSnow Emergency Day IdentifierDateDateCitation DateCodeText 254Snow Emergency Parking OrdinanceDescriptioText 2Snow Emergency Parking Ordinance DescriptionTow_DistDouble 15Tow Districts Identifier",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tags|2019|SnowEmergency,2019-01-31,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-quincy-tags-2019,https://opendata.minneapolismn.gov/api/download/v1/items/34d5c4f3f50745aa870ffe080895e80a/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Quincy_Tags_2019/FeatureServer/0,,34d5c4f3f50745aa870ffe080895e80a_0,https://hub.arcgis.com/datasets/34d5c4f3f50745aa870ffe080895e80a,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Westminster Tows [Minnesota--Minneapolis] {2019},Snow Emergency Westminster Tows 2019,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2018/2019 Season #3 Westminster (2/12/19 thru 2/14/19) Field Name Field Type Field Description FID Object ID Object ID Call_Taken Text Date and time tag written Customer Text Snow Emergency Location Text Address Latitude Numeric X Coordinate - Geocode Longitude Numeric Y Coordinate - Geocode Day Text Day of event Ward Text Ward number 1 - 13 Community Text Name of Community Neighborho Text Name of Neighborhood Tow Text Tow District ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|PublicWorks|Tows|2019|SnowEmergency,2019-02-15,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.9,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-westminster-tows-2019,https://opendata.minneapolismn.gov/api/download/v1/items/06109d24bde2472c8f53cfaab298eaad/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Westminster_Tows_2019/FeatureServer/0,,06109d24bde2472c8f53cfaab298eaad_0,https://hub.arcgis.com/datasets/06109d24bde2472c8f53cfaab298eaad,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Westminster Tags [Minnesota--Minneapolis] {2019},Snow Emergency Westminster Tags 2019,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically.There is also an expected address error rate of between 5 and 10 percent.Snow Emergency Tags - 2018/2019Season #3 Westminster (2/12/19 thru 2/14/19) Field Name Field Type Field Description FID Object ID Object ID Citation_N Text254 Citation Number Address Text 254 Address of the citation Latitude Numeric X Coordinate - Geocode Longitude Numeric Y Coordinate - Geocode Neighborho Text 254 Neighborhood Location Community Text 254 Community Location Ward Text 254 Ward Location Day_ID Numeric Snow Emergency Day Identifier Date Date Citation Date Code Text 254 Snow Emergency Parking Ordinance Descriptio Text 2 Snow Emergency Parking Ordinance Description Tow_Dist Double 15 Tow Districts Identifier ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|PublicWorks|Tags|2019|SnowEmergency,2019-02-15,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-westminster-tags-2019,https://opendata.minneapolismn.gov/api/download/v1/items/4ccfbb85578f4504b9419db32003fa0e/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Westminster_Tags_2019/FeatureServer/0,,4ccfbb85578f4504b9419db32003fa0e_0,https://hub.arcgis.com/datasets/4ccfbb85578f4504b9419db32003fa0e,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Yale Tags [Minnesota--Minneapolis] {2019},Snow Emergency Yale Tags 2019,"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: At this point we only have the tag data enclosed for day 2 and day 3 the snow emergencies. Day 1 tag data is collected manually and is not available at this time electronically.There is also an expected address error rate of between 5 and 10 percent.Snow Emergency Tags - 2018/2019Season #4 Yale (2/20/19 thru 2/22/19)Field NameField TypeField DescriptionFIDObject IDObject IDCitation_NText254Citation NumberAddressText 254Address of the citationLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeNeighborhoText 254Neighborhood LocationCommunityText 254Community LocationWardText 254Ward LocationDay_IDNumericSnow Emergency Day IdentifierDateDateCitation DateCodeText 254Snow Emergency Parking OrdinanceDescriptioText 2Snow Emergency Parking Ordinance DescriptionTow_DistDouble 15Tow Districts Identifier",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|PublicWorks|Tags|2019|SnowEmergency,2019-02-25,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-yale-tags-2019,https://opendata.minneapolismn.gov/api/download/v1/items/b967f5c249e640bca562b35b45eeac23/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Yale_Tags_2019/FeatureServer/0,,b967f5c249e640bca562b35b45eeac23_0,https://hub.arcgis.com/datasets/b967f5c249e640bca562b35b45eeac23,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Yale Tows [Minnesota--Minneapolis] {2019},Snow Emergency Yale Tows 2019,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2018/2019 Season #4 Yale (2/20/19 thru 2/22/19) Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocationTextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeDayTextDay of eventWardTextWard number 1 - 13CommunityTextName of CommunityNeighborhoTextName of NeighborhoodTowTextTow District",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|PublicWorks|Tows|2019|SnowEmergency,2019-02-25,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-yale-tows-2019,https://opendata.minneapolismn.gov/api/download/v1/items/e9ff65d83e744cce9ee6555ba5850449/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Yale_Tows_2019/FeatureServer/0,,e9ff65d83e744cce9ee6555ba5850449_0,https://hub.arcgis.com/datasets/e9ff65d83e744cce9ee6555ba5850449,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Snow Emergency Armatage Tows [Minnesota--Minneapolis] {2019},Snow Emergency Armatage Tows 2019,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2018/2019 Season #5 Armatage (2/24/19 thru 2/26/19)Field NameField TypeField DescriptionFIDObject IDObject IDCall_TakenTextDate and time tag writtenCustomerTextSnow EmergencyLocationTextAddressLatitudeNumericX Coordinate - GeocodeLongitudeNumericY Coordinate - GeocodeDayTextDay of eventWardTextWard number 1 - 13CommunityTextName of CommunityNeighborhoTextName of NeighborhoodTowTextTow District",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|SnowEmergency|PublicWorks|Tows|2019|SnowEmergency,2019-02-27,2019,2019-2019,Minnesota--Minneapolis|Minnesota,"-93.32,44.89,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-armatage-tows-2019,https://opendata.minneapolismn.gov/api/download/v1/items/e58926289dda4ecc97d5534bab700241/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Armatage_Tows_2019/FeatureServer/0,,e58926289dda4ecc97d5534bab700241_0,https://hub.arcgis.com/datasets/e58926289dda4ecc97d5534bab700241,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
